species,scientific_name,kingdom,phylum,class,order,family,genus,occurrence_count,image_count,municipalities,iucn_status
Peristeria elata,Peristeria elata Hook.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Peristeria,3,7,,
Limenitis leucophthalma,"Adelpha leucophthalma Latreille, 1811",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,5,7,,
Camponotus indicatus,"Camponotus indicatus Santschi, 1922",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,1,7,,
Epidendrum scytocladium,Epidendrum scytocladium Schltr.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,5,7,,
Cyrtochilum undulatum,Cyrtochilum undulatum Kunth,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,2,7,,
Dysschema arema,"Dysschema arema Boisduval, 1870",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Dysschema,6,7,,
Dasysphinx ozora,"Dasysphinx ozora Druce, 1883",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Dasysphinx,4,7,,
Parides eurimedes,"Parides eurimedes (Stoll, 1782)",Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parides,4,7,,
Actinote anteas,"Actinote anteas Doubleday, 1847",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Actinote,3,7,,
Sicya directaria,Sicya directaria Guenée,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Sicya,7,7,,
Chrysocale regalis,"Chrysocale regalis Boisduval, 1836",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Chrysocale,4,7,,
Rhionaeschna marchali,"Rhionaeschna marchali (Rambur, 1842)",Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Rhionaeschna,5,7,,LC
Diodonopsis anachaeta,Diodonopsis anachaeta (Rchb.f.) Pridgeon & M.W.Chase,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Diodonopsis,3,7,,
Stenoma exarata,"Stenoma exarata Zeller, 1854",Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Stenoma,5,7,,
Phaio acquiguttata,"Phaio acquiguttata Dognin, 1909",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Phaio,4,7,,
Solanum pseudocapsicum,Solanum pseudocapsicum L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,3,7,,
Hampsonodes mastoides,"Hampsonodes mastoides Hampson, 1910",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hampsonodes,2,7,,
Solanum macrotonum,Solanum macrotonum Bitter,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,2,7,,
Mysoria sejanus,Mysoria sejanus,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Mysoria,1,7,,
Cosmos sulphureus,Cosmos sulphureus Cav.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cosmos,5,7,,
Solanum juglandifolium,Solanum juglandifolium Humb. & Bonpl. ex Dunal,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,2,7,,LC
Acraga moorei,"Acraga moorei Dyar, 1898",Animalia,Arthropoda,Insecta,Lepidoptera,Dalceridae,Acraga,4,7,,
Cyrtochilum cimiciferum,Cyrtochilum cimiciferum (Rchb.f.) Dalström,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,2,7,,
Rhetus periander,"Rhetus periander (Cramer, 1777)",Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,Rhetus,6,7,,
Piranga olivacea,"Piranga olivacea (J.F.Gmelin, 1789)",Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,7,7,,LC
Plantago lanceolata,Plantago lanceolata L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,4,7,,
Kefersteinia laminata,Kefersteinia laminata Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Kefersteinia,3,7,,
Eresia levina,"Eresia levina Hewitson, 1872",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Eresia,6,7,,
Adelonema peltatum,Adelonema peltatum (Mast.) S.Y.Wong & Croat,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Adelonema,3,7,,
Piper calceolarium,Piper calceolarium C.DC.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,4,7,,
Hippobroma longiflora,Hippobroma longiflora (L.) G.Don,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Hippobroma,6,7,,
Asystasia intrusa,Asystasia intrusa (Forssk.) Blume,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Asystasia,3,7,,
Dryopteris wallichiana,Dryopteris wallichiana (Spreng.) Hyl.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,2,7,,
Corynaea crassa,Corynaea crassa Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Santalales,Balanophoraceae,Corynaea,2,7,,
Sosxetra grata,"Sosxetra grata Walker, 1862",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Sosxetra,7,7,,
Hafferia zeledoni,"Hafferia zeledoni (Pelzeln, 1868)",Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Hafferia,1,7,,
Ixothraupis rufigula,"Ixothraupis rufigula (Bonaparte, 1851)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ixothraupis,5,7,,LC
Tolmomyias sulphurescens,"Tolmomyias sulphurescens (Spix, 1825)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tolmomyias,4,7,,LC
Camponotus sericeiventris,"Camponotus sericeiventris (Guérin-Méneville, 1838)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,4,7,,
Gnathotriche mundina,Gnathotriche mundina,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Gnathotriche,4,7,,
Phylloscartes ophthalmicus,"Pogonotriccus ophthalmicus Taczanowski, 1874",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Phylloscartes,4,7,,
Anhinga anhinga,"Anhinga anhinga (Linnaeus, 1766)",Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,5,7,,LC
Anthurium andraeanum,Anthurium andraeanum Linden ex André,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,6,7,,
Spizaetus ornatus,"Spizaetus ornatus (Daudin, 1800)",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spizaetus,7,7,,NT
Trimezia candida,Trimezia candida (Hassl.) Ravenna,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Trimezia,2,7,,
Billia rosea,Billia rosea (Planch. & Linden) C.Ulloa & P.M.Jørg.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Billia,4,7,,LC
Begonia kalbreyeri,Begonia kalbreyeri (Oliv.) L.B.Sm. & B.G.Schub.,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,3,7,,
Jatropha integerrima,Jatropha integerrima Jacq.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,2,7,,LC
Limenitis levona,"Adelpha levona Steinhauser & Miller, 1977",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,3,7,,
Eresia polina,"Eresia polina (Hewitson, 1852)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Eresia,4,7,,
Eugenia uniflora,Eugenia uniflora L.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,4,7,,LC
Anteros kupris,"Anteros kupris Hewitson, 1875",Animalia,,,,,Anteros,5,7,,
Epidendrum brevicernuum,Epidendrum brevicernuum Hágsater & Dodson,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,3,7,,
Ornithocephalus escobarianus,Ornithocephalus escobarianus (Garay) Toscano & Dressler,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ornithocephalus,2,7,,
Dacnis cayana,"Dacnis cayana (Linnaeus, 1766)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Dacnis,5,7,,LC
Miconia spicellata,Miconia spicellata Bonpl. ex Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,3,7,,LC
Hypomolis roseicincta,"Hypomolis roseicincta Dognin, 1913",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypomolis,4,7,,
Miconia platyphylla,Miconia platyphylla (Benth.) L.O.Williams,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,3,7,,
Lithobates catesbeianus,"Lithobates catesbeianus (Shaw, 1802)",Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,4,7,,
Oleria radina,"Oleria radina (Haensch, 1909)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Oleria,4,7,,
Copaxa dagmarae,Copaxa dagmarae,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Copaxa,3,7,,
Glossoloma baguense,Glossoloma baguense (L.E.Skog) J.L.Clark,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Glossoloma,2,7,,
Cyrtochilum sodiroi,Cyrtochilum sodiroi (Schltr.) Dalström,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,3,7,,
Melanis electron,"Melanis electron (Fabricius, 1793)",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Melanis,7,7,,
Macrosoma subornata,"Macrosoma subornata Warren, 1904",Animalia,Arthropoda,Insecta,Lepidoptera,Hedylidae,Macrosoma,5,7,,
Mionectes striaticollis,"Mionectes striaticollis (Orbigny & Lafresnaye, 1837)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,5,7,,LC
Leptophobia penthica,"Leptophobia penthica (Kollar, 1850)",Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Leptophobia,4,7,,
Molothrus oryzivorus,"Molothrus oryzivorus (Gmelin, 1788)",Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,4,7,,LC
Plantago australis,Plantago australis Lam.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,3,7,,
Rhaebo haematiticus,"Rhaebo haematiticus (Cope, 1862)",Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhaebo,4,7,,LC
Leptasthenura andicola,"Leptasthenura andicola P.L.Sclater, 1870",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Leptasthenura,4,7,,LC
Dione moneta,Dione moneta Hübner,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,6,7,,
Psilocybe caerulescens,Psilocybe caerulescens Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Psilocybe,3,7,,
Verbascum virgatum,Verbascum virgatum Stokes,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,2,7,,
Samanea saman,Samanea saman (Jacq.) Merr.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Samanea,3,7,,LC
Polystichum orbiculatum,Polystichum orbiculatum (Desv.) J.Rémy & Fée,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,2,7,,
Nannotrigona tristella,"Nannotrigona tristella Cockerell, 1922",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,2,7,,
Papilio thoas,"Heraclides thoas (Linnaeus, 1771)",Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,7,7,,
Pandanus utilis,Pandanus utilis Bory,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,3,7,,
Liotyphlops bondensis,"Liotyphlops bondensis armandoi Linares-Vargas et al., 2021",Animalia,Chordata,Squamata,,Anomalepididae,Liotyphlops,2,7,,
Trosia tolimata,"Trosia tolimata Dognin, 1922",Animalia,Arthropoda,Insecta,Lepidoptera,Megalopygidae,Trosia,3,7,,
Euchroma giganteum,"Euchroma giganteum (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Euchroma,2,7,,
Ameiva praesignis,"Ameiva praesignis (Baird & Girard, 1852)",Animalia,Chordata,Squamata,,Teiidae,Ameiva,4,7,,LC
Phaetusa simplex,"Phaetusa simplex (J.F.Gmelin, 1789)",Animalia,Chordata,Aves,Charadriiformes,Laridae,Phaetusa,5,7,,LC
Arawacus leucogyna,Arawacus leucogyna,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Arawacus,7,7,,
Catharus minimus,"Catharus minimus (Lafresnaye, 1848)",Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,2,7,,LC
Catonephele chromis,Catonephele chromis Doubleday,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Catonephele,6,7,,
Eudule fidentia,"Eudule fidentia (Druce, 1885)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eudule,5,7,,
Hylomanes momotula,"Hylomanes momotula M.H.K.Lichtenstein, 1839",Animalia,Chordata,Aves,Coraciiformes,Momotidae,Hylomanes,4,7,,LC
Calvatia craniiformis,Calvatia craniiformis (Schwein.) Fr. ex De Toni,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,1,7,,
Cinnycerthia unirufa,"Cinnycerthia unirufa (Lafresnaye, 1840)",Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cinnycerthia,3,7,,LC
Epidendrum blepharistes,Epidendrum blepharistes Barker ex Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,3,7,,
Pleroma heteromallum,Pleroma heteromallum (D.Don) D.Don,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Pleroma,4,7,,
Siseme pallas,"Siseme pallas (Latreille, 1811)",Animalia,,,,,Siseme,6,7,,
Boa constrictor,"Boa constrictor Linnaeus, 1758",Animalia,Chordata,Squamata,,Boidae,Boa,2,7,,LC
Pseudoscops clamator,"Asio clamator (Vieillot, 1808)",Animalia,Chordata,Aves,Strigiformes,Strigidae,Pseudoscops,1,7,,
Lieinix nemesis,"Lieinix nemesis (Latreille, 1813)",Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Lieinix,6,7,,
Rodriguezia granadensis,Rodriguezia granadensis (Lindl.) Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Rodriguezia,3,7,,LC
Centrolene antioquiense,"Centrolene antioquiensis (Noble, 1920)",Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene,4,6,,
Pristimantis erythropleura,"Pristimantis erythropleura (Boulenger, 1896)",Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,4,6,,LC
Epidendrum arachnoglossum,Epidendrum arachnoglossum Rchb.f. ex André,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,2,6,,
Eulepidotis geminata,"Eulepidotis geminata Packard, 1869",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,5,6,,
Lepanthes ophelma,Lepanthes ophelma Luer & R.Escobar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,3,6,,
Clinopodium nubigenum,Clinopodium nubigenum (Kunth) Kuntze,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,1,6,,
Lepanthes nicolasii,Lepanthes nicolasii Luer & R.Escobar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,4,6,,
Actitis macularius,"Actitis macularius (Linnaeus, 1766)",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,5,6,,LC
Echinoprocta rufescens,"Coendou rufescens (Gray, 1865)",Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Echinoprocta,3,6,,
Hypselonotus fulvus,"Hypselonotus fulvus (De Geer, 1773)",Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Hypselonotus,2,6,,
Pronophila orcus,Pronophila orcus (Latreille),Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pronophila,5,6,,
Lepanthes dodsonii,Lepanthes dodsonii Luer,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,3,6,,
Thunbergia mysorensis,Thunbergia mysorensis (Wight) T.Anderson ex Bedd.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,5,6,,
Senecio formosus,Senecio formosus Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,4,6,,
Callisia serrulata,Tripogandra serrulata (Vahl) Handlos,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Callisia,2,6,,
Acaena ovalifolia,Acaena ovalifolia Ruiz & Pav.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Acaena,3,6,,
Pteris podophylla,Pteris podophylla Sw.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,3,6,,
Pityeja histrionaria,Pityeja histrionaria (Herrich-Schäffer),Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Pityeja,5,6,,
Vriesea tequendamae,Tillandsia tequendamae André,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,3,6,,
Weinmannia pubescens,Weinmannia pubescens Kunth,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,4,6,,LC
Decidia magnifica,"Decidia magnifica Conle, Hennemann, Ramírez-Mora & Quiróz, 2009",Animalia,Arthropoda,Insecta,Phasmida,Pseudophasmatidae,Decidia,1,6,,
Strix albitarsis,"Strix albitarsis (Bonaparte, 1850)",Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,5,6,,LC
Compsus viridivittatus,"Compsus viridivittatus (Guérin-Méneville, 1855)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Compsus,4,6,,
Coprinellus micaceus,"Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,1,6,,
Myiothlypis luteoviridis,"Myiothlypis luteoviridis (Bonaparte, 1845)",Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,6,6,,LC
Palicourea axillaris,Palicourea axillaris (Sw.) Borhidi,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,1,6,,
Cavendishia adenophora,Cavendishia adenophora Mansf.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,4,6,,NT
Coccyzus americanus,"Coccyzus americanus (Linnaeus, 1758)",Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,5,6,,LC
Xylophanes pyrrhus,"Xylophanes pyrrhus Rothschild & Jordan, 1906",Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xylophanes,4,6,,
Haplophaedia aureliae,"Haplophaedia aureliae (Bourcier & Mulsant, 1846)",Animalia,Chordata,Aves,Apodiformes,Trochilidae,Haplophaedia,5,6,,LC
Eucereon tigrata,"Eucereon tigrata Herrich-Schäffer, 1855",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eucereon,4,6,,
Chondrohierax uncinatus,"Chondrohierax uncinatus (Temminck, 1822)",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Chondrohierax,4,6,,LC
Xiphorhynchus susurrans,"Xiphorhynchus susurrans (Jardine, 1847)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Xiphorhynchus,5,6,,LC
Schistocarpha eupatorioides,Schistocarpha eupatorioides (Fenzl) Kuntze,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Schistocarpha,2,6,,
Stelis sclerophylla,Stelis sclerophylla (Lindl.) Karremans,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,3,6,,
Stelis superbiens,Stelis superbiens Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,3,6,,
Pleurotus albidus,Pleurotus albidus (Berk.) Pegler,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,1,6,,NT
Uranophora cincticollis,"Uranophora cincticollis Felder, 1869",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Uranophora,3,6,,
Turdus leucomelas,"Turdus leucomelas Vieillot, 1818",Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,5,6,,LC
Hypnelus ruficollis,"Hypnelus ruficollis (Wagler, 1829)",Animalia,Chordata,Aves,Piciformes,Bucconidae,Hypnelus,6,6,,LC
Passiflora edulis,Passiflora edulis Sims,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,3,6,,
Scea servula,"Scea servula Warren, 1901",Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Scea,4,6,,
Anthurium scandens,Anthurium scandens (Aubl.) Engl.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,3,6,,
Eresia datis,"Eresia datis (Hewitson, 1864)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Eresia,6,6,,
Lampropeltis micropholis,"Lampropeltis micropholis Cope, 1860",Animalia,Chordata,Squamata,,Colubridae,Lampropeltis,4,6,,LC
Cranioleuca erythrops,"Cranioleuca erythrops (P.L.Sclater, 1860)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Cranioleuca,6,6,,LC
Aramides cajanea,"Aramides cajanea (Statius Muller, 1776)",Animalia,Chordata,Aves,Gruiformes,Rallidae,Aramides,4,6,,LC
Corydalus armatus,"Corydalus armatus Hagen, 1861",Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Corydalus,2,6,,
Forsterinaria neonympha,Forsterinaria neonympha,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Forsterinaria,6,6,,
Catharus aurantiirostris,"Catharus aurantiirostris (Hartlaub, 1850)",Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,3,6,,LC
Heliconius hecale,"Heliconius hecale (Fabricius, 1775)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,4,6,,
Diastema vexans,Diastema vexans H.E.Moore,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Diastema,3,6,,
Astraptes chiriquensis,"Telegonus chiriquensis Staudinger, 1875",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Astraptes,5,6,,
Rivina humilis,Rivina humilis L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Rivina,3,6,,
Ennya chrysura,Ennya chrysura Fairmaire,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Ennya,5,6,,
Miconia theizans,Miconia theaezans (Bonpl.) Cogn.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,3,6,,
Henicorhina leucophrys,"Henicorhina leucophrys (Tschudi, 1844)",Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Henicorhina,6,6,,LC
Panyapedaliodes drymaea,"Panyapedaliodes drymaea (Hewitson, 1858)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Panyapedaliodes,4,6,,
Lepanthes muscula,Lepanthes muscula Luer & R.Escobar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,2,6,,
Coriaria ruscifolia,Coriaria ruscifolia L.,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Coriariaceae,Coriaria,3,6,,
Pachylia syces,Pachylia syces Hübner,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Pachylia,4,6,,
Xyleus discoideus,"Xyleus discoideus (Serville, 1831)",Animalia,Arthropoda,Insecta,Orthoptera,Romaleidae,Xyleus,2,6,,
Feigeria herilia,Feigeria herilia,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Feigeria,6,6,,
Euthyrhynchus floridanus,"Euthyrhynchus floridanus (Linnaeus, 1767)",Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Euthyrhynchus,2,6,,
Maxillaria erecta,Maxillaria erecta Christenson,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,2,6,,
Thunbergia erecta,Thunbergia erecta (Benth.) T.Anderson,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,2,6,,
Tillandsia usneoides,Tillandsia usneoides (L.) L.,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,5,6,,LC
Theristicus caudatus,"Theristicus caudatus (Boddaert, 1783)",Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Theristicus,4,6,,LC
Acineta cryptodonta,Acineta cryptodonta Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acineta,1,6,,
Opisthoxia metargyria,"Opisthoxia metargyria (Walker, 1867)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Opisthoxia,6,6,,
Xanthosoma mexicanum,Xanthosoma mexicanum Liebm.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Xanthosoma,2,6,,
Pristimantis veletis,"Pristimantis veletis (Lynch & Rueda-Almonacid, 1997)",Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,4,6,,CR
Leiothlypis peregrina,"Leiothlypis peregrina (A.Wilson, 1811)",Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,5,6,,LC
Hypholoma fasciculare,Hypholoma subviride (Berk. & M.A.Curtis) Dennis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,2,6,,
Microcerculus marginatus,"Microcerculus marginatus (P.L.Sclater, 1855)",Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Microcerculus,1,6,,LC
Pristimantis factiosus,"Pristimantis factiosus (Lynch & Rueda-Almonacid, 1998)",Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,4,6,,LC
Begonia fischeri,Begonia fischeri Schrank,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,2,6,,
Sanicula liberta,Sanicula liberta Cham. & Schltdl.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sanicula,2,6,,
Episcada salvinia,"Episcada salvinia (Bates, 1864)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Episcada,4,6,,
Corades medeba,"Corades medeba Hewitson, 1850",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Corades,4,6,,
Perisama diotima,"Orophila cardases (Hewitson, 1869) Hewitson, 1869",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Perisama,3,6,,
