species,scientific_name,kingdom,phylum,class,order,family,genus,occurrence_count,image_count,municipalities,iucn_status
Aegiphila grandis,Aegiphila grandis Moldenke,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Aegiphila,2,0,,LC
Xanthosoma grayumii,Xanthosoma grayumii Croat & Delannay,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Xanthosoma,3,0,,
Mauria heterophylla,Mauria heterophylla Kunth,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mauria,3,0,,LC
Meliosma violacea,Meliosma violacea Cuatrec. & Idrobo,Plantae,Tracheophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,1,0,,LC
Celastrus grenadensis,Celastrus panamensis Lundell,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Celastrus,1,0,,
Casearia mariquitensis,Casearia mariquitensis Kunth,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Casearia,18,0,,LC
Cedrela montana,Cedrela montana Moritz ex Turcz.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela,1,0,,VU
Alchornea grandiflora,Alchornea grandiflora Müll.Arg.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,1,0,,LC
Sapium stylare,Sapium stylare Müll.Arg.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Sapium,3,0,,LC
Drymaria villosa,Drymaria villosa Cham. & Schltdl.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,1,0,,
Raphanus raphanistrum,Raphanus raphanistrum L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,1,0,,
Piper boquianum,Piper boquianum Trel. & Yunck.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,2,0,,
Desmodium incanum,Desmodium incanum (Sw.) DC.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,117,0,,
Stellaria media,Stellaria media (L.) Vill.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,1,0,,
Brugmansia aurea,Brugmansia aurea Lagerh.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Brugmansia,3,0,,EW
Desmodium campyloclados,Desmodium campyloclados Hemsl.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,1,0,,
Psychotria rufiramea,Psychotria rufiramea Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,1,0,,
Notopleura capacifolia,Notopleura capacifolia (Dwyer) C.M.Taylor,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Notopleura,1,0,,
Cecropia telenitida,Cecropia telenitida Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,2,0,,LC
Hieronyma antioquensis,Hieronyma antioquensis Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Hieronyma,1,0,,LC
Siparuna decipiens,Siparuna decipiens (Tul.) A.DC.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,1,0,,LC
Oxalis hedysaroides,Oxalis hedysaroides Kunth,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,1,0,,
Cyrtochilum ventilabrum,Cyrtochilum ventilabrum (Rchb.f. & Warsz.) Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,2,0,,
Oreopanax trianae,Oreopanax trianae Decne. & Planch. ex Harms,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Oreopanax,1,0,,VU
Symplocos serrulata,Symplocos serrulata Bonpl.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,2,0,,LC
Dennstaedtia cicutaria,Dennstaedtia cicutaria (Sw.) T.Moore,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Dennstaedtia,3,0,,
Prunus subcorymbosa,Prunus subcorymbosa Ruiz ex Koehne,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,1,0,,LC
Allophylus excelsus,Allophylus excelsus (Triana & Planch.) Radlk.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Allophylus,1,0,,LC
Caucaea sanguinolenta,Caucaea sanguinolenta (Lindl.) N.H.Williams & M.W.Chase,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caucaea,1,0,,
Miconia plethorica,Miconia plethorica Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,2,0,,LC
Miconia chlorocarpa,Miconia chlorocarpa Cogn.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,59,0,Marulanda; San Félix,LC
Miconia biappendiculata,Miconia biappendiculata (Naudin) L.Uribe,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,1,0,,LC
Phlegmariurus firmus,Phlegmariurus firmus (Mett.) B.Øllg.,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,4,0,,
Axinaea macrophylla,Axinaea macrophylla (Naudin) Triana,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Axinaea,4,0,,LC
Miconia theazans,Miconia theazans (Bonpl.) Cogn.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,2,0,,
Phlegmariurus capellae,Phlegmariurus capellae (Herter) B.Øllg.,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,3,0,,
Monochaetum lindeneanum,Monochaetum lindeneanum Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Monochaetum,1,0,,
Sisyrinchium jamesonii,Sisyrinchium jamesonii Baker,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,1,0,,
Arcytophyllum nitidum,Arcytophyllum nitidum (Kunth) Schltdl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Arcytophyllum,1,0,,
Rubus guyanensis,Rubus guyanensis Focke,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,20,0,El Pindo; Villamaría,
Ranunculus geranioides,Ranunculus geranioides Kunth,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,1,0,,
Campyloneurum amphostenon,Campyloneurum amphostenon (Kunze ex Klotzsch) Fée,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Campyloneurum,1,0,,
Rubus coriaceus,Rubus coriaceus Poir.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,1,0,,
Peperomia rotundata,Peperomia rotundata Kunth,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,1,0,,
Lepanthes cornualis,Lepanthes cornualis Luer & R.Escobar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,1,0,,
Epidendrum frutex,Epidendrum frutex Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,1,0,,
Hesperomeles ferruginea,Hesperomeles ferruginea Lindl.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Hesperomeles,65,0,El Pindo; Marulanda; San Félix; Villamaría,
Saracha quitensis,Saracha quitensis (Hook.) Miers,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Saracha,18,0,El Pindo; Marulanda; San Félix; Villamaría,LC
Elaphoglossum,"Elaphoglossum spec (Linnaeus, 1753) Christ, 1899",Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,14,0,,
Solanum venosum,Solanum venosum Humb. & Bonpl. ex Dunal,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,1,0,,LC
Solanum colombianum,Solanum colombianum Dunal,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,1,0,,
Solanum sycophanta,Solanum sycophanta Dunal,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,1,0,,LC
Siparuna lepidota,Siparuna lepidota (Kunth) A.DC.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,1,0,,LC
Solanum cordovense,Solanum cordovense Moc. & Sessé,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,1,0,,LC
Siparuna tomentosa,Siparuna tomentosa (Ruiz & Pav.) A.DC.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,1,0,,LC
Podandrogyne hispidula,Podandrogyne hispidula (DC.) Cochrane,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,Podandrogyne,4,0,,
Saurauia strigillosa,Saurauia strigillosa Triana & Planch.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,1,0,,NT
Siparuna laurifolia,Siparuna laurifolia (Kunth) A.DC.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,1,0,,LC
Pentacalia sylvicola,Pentacalia sylvicola (Greenm.) Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentacalia,3,0,,
Aequatorium verrucosum,Aequatorium verrucosum (Wedd.) S.Díaz & Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aequatorium,1,0,,LC
Oreopanax bogotensis,Oreopanax bogotensis Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Oreopanax,1,0,,
Jungia ferruginea,Jungia ferruginea L.fil.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jungia,5,0,Valle Alto,
Heliotropium fuliginosum,Tournefortia fuliginosa Kunth,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,1,0,,
Saurauia bullosa,Saurauia bullosa Wawra,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,1,0,,LC
Lomariocycas aurata,Lomariocycas aurata (Fée) Gasper & A.R.Sm.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Lomariocycas,1,0,,
Berberis verticillata,Berberis verticillata Turcz.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,10,0,San Félix; Valle Alto,
Clethra fimbriata,Clethra fimbriata Kunth,Plantae,Tracheophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,2,0,,LC
Siphocampylus tolimanus,Siphocampylus tolimanus E.Wimm.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Siphocampylus,1,0,,
Linochilus violaceus,Linochilus violaceus (Cuatrec.) Saldivia & O.M.Vargas,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Linochilus,17,0,El Pindo,EN
Centropogon latisepalus,Centropogon latisepalus Gleason,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,1,0,,
Calceolaria mexicana,Calceolaria mexicana Benth.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Calceolariaceae,Calceolaria,2,0,,
Tillandsia clavigera,Tillandsia clavigera Mez,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,1,0,,
Asplenium cuspidatum,Asplenium cuspidatum Lam.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,0,,
Oreopanax tolimanus,Oreopanax tolimanus Harms,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Oreopanax,3,0,Marulanda,LC
Brunellia acutangula,Brunellia acutangula Bonpl.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,1,0,,LC
Aequatorium polygonoides,Aequatorium polygonoides (Cuatrec.) B.Nord.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aequatorium,29,0,Marulanda; Villamaría,
Achyrocline satureioides,Achyrocline satureioides (Lam.) DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achyrocline,1,0,,
Bomarea pauciflora,Bomarea angustipetala (Benth.) Baker,Plantae,Tracheophyta,Liliopsida,Liliales,Alstroemeriaceae,Bomarea,3,0,Villamaría,
Alnus acuminata,Alnus acuminata Kunth,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,3,0,,LC
Austroblechnum divergens,Austroblechnum divergens (Kunze) Gasper & V.A.O.Dittrich,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Austroblechnum,2,0,,DD
Oreopanax discolor,Oreopanax discolor (Kunth) Decne. & Planch.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Oreopanax,76,0,El Pindo; Marulanda; San Félix; Villamaría,LC
Ageratina pichinchensis,Ageratina pichinchensis (Kunth) R.M.King & H.Rob.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratina,2,0,,
Aetheolaena otophora,Aetheolaena otophora (Wedd.) B.Nord.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aetheolaena,1,0,,
Miconia crinita,Miconia crinita Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,1,0,,
Geranium stramineum,Geranium stramineum Triana & Planch.,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,1,0,,VU
Miconia caesia,Miconia caesia Cogn. & Gleason,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,1,0,,
Ribes leptostachyum,Ribes leptostachyum Benth.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,5,0,Marulanda,
Miconia bracteolata,Miconia bracteolata (Bonpl.) DC.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,99,0,El Pindo; Marulanda,LC
Macleania rupestris,Macleania rupestris (Kunth) A.C.Sm.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Macleania,1,0,,LC
Plutarchia pubiflora,Plutarchia pubiflora (Wedd.) A.C.Sm.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Plutarchia,1,0,,EN
Disterigma acuminatum,Disterigma acuminatum (Kunth) Nied.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Disterigma,1,0,,
Andesanthus paleaceus,Andesanthus paleaceus (Triana) P.J.F.Guim. & Michelang.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Andesanthus,3,0,,VU
Tristerix longebracteatus,Tristerix longebracteatus (Desr.) Barlow & Wiens,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Tristerix,3,0,Marulanda; Villamaría,
Axinaea colombiana,Axinaea colombiana Lozano & Alvear,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Axinaea,13,0,El Pindo,LC
Nasa lehmanniana,Nasa lehmanniana (Urb. & Gilg) Weigend,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Nasa,1,0,,
Nectandra discolor,Nectandra discolor (Kunth) Nees,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Nectandra,1,0,,LC
Centropogon hirsutus,Centropogon hirsutus Gleason,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,1,0,,
Beilschmiedia tovarensis,Beilschmiedia tovarensis (Meisn.) Sach.Nishida,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,2,0,,LC
Centropogon ayavacensis,Centropogon ayavacensis (Willd. ex Schult.) Lammers,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,1,0,,
Clethra rugosa,Clethra rugosa Steyerm.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,7,0,San Félix,VU
Greigia vulcanica,Greigia vulcanica André,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Greigia,3,0,San Félix,LC
Mucuna killipiana,Mucuna killipiana Hern.Cam. & C.Barbosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mucuna,2,0,,LC
Monnina polystachya,Monnina polystachya Ruiz & Pav.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Monnina,1,0,,
Meriania macrophylla,Meriania macrophylla (Benth.) Triana,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,1,0,,LC
Mandevilla veraguasensis,Mandevilla veraguasensis (Seem.) Hemsl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,1,0,,
Mandevilla speciosa,Mandevilla speciosa (Kunth) J.F.Morales,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,1,0,,
Lippia schlimii,Lippia schlimii Turcz.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,1,0,,LC
Lepidaploa canescens,Lepidaploa canescens (Kunth) H.Rob.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lepidaploa,2,0,,
Lycianthes radiata,Lycianthes radiata (Sendtn.) Bitter,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycianthes,2,0,,LC
Lozanella enantiophylla,Lozanella enantiophylla (Donn.Sm.) Killip & C.V.Morton,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Lozanella,4,0,,LC
Phaseolus dumosus,Phaseolus × dumosus Macfad.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,1,0,,DD
Oligactis volubilis,Oligactis volubilis (Kunth) Cass.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Oligactis,1,0,,
Notopleura montana,Notopleura montana C.M.Taylor,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Notopleura,1,0,,
Bomarea puracensis,Bomarea puracensis Alzate,Plantae,Tracheophyta,Liliopsida,Liliales,Alstroemeriaceae,Bomarea,1,0,,
Barnadesia parviflora,Barnadesia parviflora Spruce ex Benth. & Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Barnadesia,1,0,,LC
Brugmansia arborea,Brugmansia arborea (L.) Steud.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Brugmansia,1,0,,EW
Anthurium callejasii,Anthurium callejasii Croat,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,1,0,,
Anthurium warocqueanum,Anthurium warocqueanum T.Moore,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,1,0,,
Anthurium recavum,Anthurium recavum Croat,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,1,0,,
Dioscorea polygonoides,Dioscorea polygonoides Humb. & Bonpl. ex Willd.,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,2,0,,
Dicksonia sellowiana,Dicksonia sellowiana (C.Presl) Hook.,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Dicksoniaceae,Dicksonia,1,0,,
Clusia chusqueae,Clusia chusqueae Ewan,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,1,0,,VU
Clusia alata,Clusia alata Planch. & Triana,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,1,0,,LC
Chrysochlamys colombiana,Chrysochlamys colombiana (Cuatrec.) Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Chrysochlamys,4,0,,LC
Chaetogastra kingii,Chaetogastra kingii (Wurdack) P.J.F.Guim. & Michelang.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Chaetogastra,2,0,,
Centropogon granulosus,Centropogon granulosus C.Presl,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,1,0,,
Iochroma gesnerioides,Iochroma gesnerioides (Kunth) Miers,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Iochroma,1,0,,LC
Hoffmannia sprucei,Hoffmannia sprucei Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hoffmannia,1,0,,
Freziera canescens,Freziera canescens Bonpl.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Freziera,1,0,,LC
Tovaria pendula,Tovaria pendula Ruiz & Pav.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Tovariaceae,Tovaria,1,0,,
Sessea crassivenosa,Sessea crassivenosa Bitter,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Sessea,1,0,,LC
Brachyotum lindenii,Brachyotum lindenii Cogn.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Brachyotum,1,0,,
Miconia puracensis,Miconia puracensis Wurdack,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,1,0,,LC
Bomarea linifolia,Bomarea linifolia (Kunth) Baker,Plantae,Tracheophyta,Liliopsida,Liliales,Alstroemeriaceae,Bomarea,16,0,Marulanda; Villamaría,
Alansmia stella,Alansmia stella (Copel.) Moguel & M.Kessler,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Alansmia,1,0,,
Ladenbergia oblongifolia,Ladenbergia oblongifolia (Humb. ex Mutis) L.Andersson,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Ladenbergia,3,0,,LC
Buddleja incana,Buddleja incana Ruiz & Pav.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,11,0,,LC
Abatia parviflora,Abatia parviflora Ruiz & Pav.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Abatia,1,0,,LC
Carex chordalis,Carex chordalis Liebm.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,1,0,,
Peperomia hartwegiana,Peperomia hartwegiana Miq.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,1,0,,
Lemna minor,Lemna minor L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,1,0,,LC
Commelina diffusa,Commelina diffusa Burm.f.,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,3,0,,LC
Nectandra cuspidata,Nectandra cuspidata Nees & Mart. ex Nees,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Nectandra,498,0,,LC
Besleria fecunda,Besleria fecunda C.V.Morton,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Besleria,81,0,,
Zygia longifolia,Zygia longifolia (Humb. & Bonpl. ex Willd.) Britton & Rose,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zygia,3,0,,LC
Piper asperiusculum,Piper asperiusculum Kunth,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,33,0,,
Miconia lacera,Miconia lacera (Bonpl.) Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,35,0,,
Cupania cinerea,Cupania cinerea Poepp. & Endl.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cupania,141,0,,LC
Piper munchanum,Piper munchanum C.DC.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,90,0,,
Psychotria brachiata,Psychotria brachiata D.Dietr.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,32,0,,
Inga vera,Inga vera Willd.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,23,0,,LC
Psychotria capitata,"Psychotria capitata Sieber ex DC., 1830",Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,501,0,,
Jacaranda copaia,Jacaranda copaia (Aubl.) D.Don,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Jacaranda,849,0,,LC
Annona mucosa,Annona mucosa Jacq.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,100,0,,LC
Ochoterenaea colombiana,Ochoterenaea colombiana F.A.Barkley,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Ochoterenaea,123,0,,LC
Vismia macrophylla,Vismia macrophylla Kunth,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Vismia,328,0,,LC
Isertia laevis,Isertia laevis (Triana) B.M.Boom,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Isertia,6,0,,LC
Desmodium axillare,Desmodium axillare (Sw.) DC.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,11,0,,
Paepalanthus fluviatilis,Tonina fluviatilis Aubl.,Plantae,Tracheophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,11,0,,
Miconia octona,Clidemia octona (Bonpl.) L.O.Williams,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,18,0,,
Alchornea latifolia,Alchornea latifolia Sw.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,22,0,,LC
Amphidasya colombiana,Amphidasya colombiana (Standl.) Steyerm.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Amphidasya,4,0,,
Coussarea garciae,Coussarea garciae Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Coussarea,12,0,,LC
Danaea nodosa,Danaea nodosa (L.) Sm.,Plantae,Tracheophyta,Polypodiopsida,Marattiales,Marattiaceae,Danaea,17,0,,
Alchornea costaricensis,Alchornea costaricensis Pax & K.Hoffm.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,259,0,,LC
Inga samanensis,Inga samanensis L.Uribe,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,53,0,,LC
Inga edulis,Inga edulis Mart.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,11,0,,LC
Welfia regia,Welfia regia H.Wendl.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Welfia,27,0,,
Albizia carbonaria,Albizia carbonaria Britton,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,57,0,,LC
Pourouma bicolor,Pourouma bicolor Mart.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pourouma,221,0,,LC
Virola sebifera,Virola sebifera Aubl.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Virola,438,0,,LC
Tapirira guianensis,Tapirira guianensis Aubl.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Tapirira,664,0,,LC
Inga umbellifera,Inga umbellifera (Vahl) Steud. ex DC.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,290,0,,LC
Blechnum polypodioides,Blechnum polypodioides Raddi,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,47,0,,
Brosimum guianense,Brosimum guianense (Aubl.) Huber ex Ducke,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Brosimum,135,0,,LC
