Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,ConservationStatus,IsSensitive,ThumbnailUrl
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum dipterum,Orquídea de dos alas,cyrtochilum-dipterum,Orquídea con inflorescencias largas y péndulas que se adaptan a la vida epífita. Es valorada por su belleza estética y su distribución restringida a zonas de niebla.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/22155880/original.jpeg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum divaricatum,Orquídea divaricada,cyrtochilum-divaricatum,Planta epífita con flores dispuestas en panículas ramificadas y extendidas. Requiere condiciones específicas de luz y humedad propias de los bosques nublados.,NE,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum halteratum,Orquídea halterada,cyrtochilum-halteratum,Especie de orquídea con una morfología floral distintiva que recuerda a pesas o halteras. Es una especie rara que habita en las partes altas de la cordillera Central.,NE,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum murinum,Orquídea ratonera,cyrtochilum-murinum,Orquídea de tamaño mediano con flores de colores sobrios que se mimetizan con el entorno. Crece en troncos de árboles cubiertos de musgo en bosques de niebla.,NE,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum scabiosum,Orquídea escabiosa,cyrtochilum-scabiosum,Especie de orquídea con flores de textura rugosa o escabrosa. Es un componente importante de la biodiversidad epífita en los bosques andinos de Caldas.,NE,False,https://images.phylopic.org/images/bb459b30-2370-4b7f-a1f9-f0d836aa35d1/raster/534x570.png
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum tenense,Orquídea de Tenen,cyrtochilum-tenense,Orquídea epífita propia de los bosques nublados de los Andes colombianos. Presenta inflorescencias largas y flores con patrones de coloración complejos.,NE,False,https://images.phylopic.org/images/bb459b30-2370-4b7f-a1f9-f0d836aa35d1/raster/534x570.png
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,Cyrtochilum tricostatum,Orquídea de tres costillas,cyrtochilum-tricostatum,Especie de orquídea caracterizada por sus estructuras florales con tres crestas prominentes. Habita en zonas de alta humedad en la cordillera Central.,NE,False,
Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Dacryopinax,Dacryopinax spathularia,Hongo espátula naranja,dacryopinax-spathularia,Hongo gelatinoso de color naranja brillante con forma de espátula. Crece sobre madera muerta en ambientes húmedos y templados.,LC,False,https://images.mushroomobserver.org/orig/1493666.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Mariposa monarca,danaus-plexippus,Mariposa migratoria famosa por sus patrones alares de color naranja y negro. Es un polinizador clave en diversos ecosistemas colombianos.,LC,False,
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Dasyloricaria,Dasyloricaria paucisquama,Corroncho,dasyloricaria-paucisquama,Pez de agua dulce con cuerpo alargado y placas óseas. Habita en corrientes rápidas de los ríos andinos.,DD,False,https://www.suedamerikafans.de/loricariidae/dasyloricaria/paucisquama/paucisquama_01.jpg
Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,Guatín,dasyprocta-punctata,Roedor de tamaño mediano con patas largas y pelaje moteado. Es un dispersor de semillas fundamental en los bosques de Caldas.,LC,False,
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,Armadillo de nueve bandas,dasypus-novemcinctus,Mamífero acorazado que se alimenta principalmente de insectos. Es una especie común en diversas zonas rurales del departamento.,LC,False,
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Deltochilum,Deltochilum hypponum,Escarabajo pelotero,deltochilum-hypponum,Escarabajo coprófago que cumple un rol vital en el reciclaje de nutrientes del suelo. Habita en zonas boscosas y áreas de pastoreo.,NE,False,http://colecciones.humboldt.org.co/rec/imagenes/IAvH-E/IAvH-E-16958/IAvH-E-16958_Dorsal.JPG
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Deltochilum,Deltochilum lobipes,Escarabajo pelotero de patas lobuladas,deltochilum-lobipes,Escarabajo especializado en la remoción de excrementos. Es un indicador importante de la calidad del ecosistema.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/8183681/original.jpeg
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates opisthomelas,Rana venenosa de Caldas,dendrobates-opisthomelas,"Pequeña rana de colores vibrantes que posee toxinas en su piel. Es endémica de los bosques andinos de Colombia, incluyendo zonas de Caldas.",NT,False,https://inaturalist-open-data.s3.amazonaws.com/photos/217272610/large.jpeg
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates truncatus,Rana dardo de vientre amarillo,dendrobates-truncatus,"Pequeña rana diurna endémica de Colombia, caracterizada por sus colores brillantes que advierten su toxicidad. Habita principalmente en bosques húmedos de los valles interandinos.",LC,False,
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa,Trepador pardo,dendrocincla-fuliginosa,Ave de plumaje marrón uniforme que se desplaza por los troncos de los árboles en busca de insectos. Es común verla siguiendo hormigueros para capturar presas que huyen.,LC,False,
Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna autumnalis,Pisingo,dendrocygna-autumnalis,"Pato de tamaño mediano con patas rosadas y pico rojizo, muy vocal y gregario. Es frecuente encontrarlo en humedales y zonas arroceras de Caldas.",LC,False,http://upload.wikimedia.org/wikipedia/commons/3/34/Whistling_duck_flight02_-_natures_pics.jpg
Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna viduata,Pato yaguaso cariblanco,dendrocygna-viduata,"Ave acuática distintiva por su cara blanca y cuello oscuro. Habita en lagunas y zonas pantanosas, siendo muy activa durante la noche.",LC,False,https://upload.wikimedia.org/wikipedia/commons/b/bf/Dendrocygna_viduata_001.jpg
Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Dendrophthora,Dendrophthora clavata,Muérdago,dendrophthora-clavata,Planta hemiparásita que crece sobre las ramas de los árboles. Se caracteriza por sus tallos suculentos y frutos pequeños que sirven de alimento a diversas aves.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/243293264/large.jpeg
Animalia,Chordata,Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus columbianus,Ranita de cristal colombiana,dendropsophus-columbianus,Pequeña rana arborícola endémica de los Andes colombianos. Se encuentra en zonas de vegetación densa cerca de cuerpos de agua.,NT,False,https://inaturalist-open-data.s3.amazonaws.com/photos/175750536/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Bruniales,Columelliaceae,Desfontainia,Desfontainia spinosa,Taique,desfontainia-spinosa,Arbusto de alta montaña con hojas espinosas y flores tubulares de colores vibrantes. Es una especie emblemática de los ecosistemas de páramo y bosque altoandino.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/16795490/original.jpg
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica decempunctata,Escarabajo de diez puntos,diabrotica-decempunctata,Escarabajo fitófago que se alimenta de hojas y flores de diversas plantas. Es considerado una plaga menor en cultivos de hortalizas.,NE,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Diaethria,Diaethria clymena,Mariposa 88,diaethria-clymena,Mariposa famosa por el patrón en sus alas posteriores que asemeja el número 88. Es muy común en bosques húmedos y jardines de Caldas.,LC,False,
Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,Diasporus,Diasporus anthrax,Ranita de hojarasca,diasporus-anthrax,Pequeña rana de hábitos terrestres que vive entre la hojarasca del bosque. Su nombre hace referencia a su coloración oscura y su tamaño diminuto.,DD,False,https://inaturalist-open-data.s3.amazonaws.com/photos/171112873/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae,Dichapetalum,Dichapetalum bernalii,Dichapetalum de Bernal,dichapetalum-bernalii,"Especie endémica de los bosques andinos de Colombia, particularmente en el departamento de Caldas. Es una planta leñosa con características botánicas distintivas de su familia.",NE,False,http://sweetgum.nybg.org/images3/634/539/00000910-01.jpg
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,Chucha común,didelphis-marsupialis,Marsupial de hábitos nocturnos y gran adaptabilidad a entornos rurales y urbanos en Caldas. Es un controlador biológico natural de insectos y pequeños roedores.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/177184359/large.jpeg
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,Digitaria bicornis,Pasto de cuernos,digitaria-bicornis,Gramínea de crecimiento rápido que se encuentra frecuentemente en zonas perturbadas y bordes de caminos. Es considerada una especie colonizadora en diversos ecosistemas.,LC,False,http://cdn.flmnh.ufl.edu/Herbarium/jpg/263/263141a1.jpg
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,Diglossa albilatera,Pinchaflor flanquiblanco,diglossa-albilatera,Ave pequeña de plumaje oscuro con una mancha blanca característica en los flancos. Habita en los bordes de bosque altoandino y zonas de arbustos en Caldas.,LC,False,https://upload.wikimedia.org/wikipedia/commons/a/ac/White-sided_Flowerpiercer_-_South_Ecuador_S4E2856_%2823391895895%29.jpg
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,Diglossa cyanea,Pinchaflor azul,diglossa-cyanea,Ave de color azul intenso con una máscara negra alrededor de los ojos. Es un polinizador importante en los ecosistemas de alta montaña de la región andina.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/176534310/large.jpg
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,Diglossa humeralis,Pinchaflor negro,diglossa-humeralis,Ave de plumaje negro mate con parches alares de color azul brillante. Se encuentra principalmente en el dosel de bosques nublados y páramos.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/178166187/large.jpeg
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,Diglossa lafresnayii,Pinchaflor brillante,diglossa-lafresnayii,Ave de plumaje negro brillante con una mancha azul en el hombro. Es un especialista en la extracción de néctar de flores tubulares en zonas de alta montaña.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,Diglossa sittoides,Pinchaflor canelo,diglossa-sittoides,"Ave pequeña con tonos canela y gris, adaptada a zonas de matorrales y bordes de bosque. Su pico ganchudo es una adaptación evolutiva para perforar flores.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/175838008/original.jpeg
Animalia,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys,Dinomys branickii,Pacarana,dinomys-branickii,"Roedor de gran tamaño, solitario y de hábitos nocturnos que habita en los bosques húmedos de los Andes. Es una especie rara y poco conocida debido a su comportamiento esquivo.",VU,False,http://upload.wikimedia.org/wikipedia/commons/8/87/Dinomys_branickii.JPG
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,Dione glycera,Mariposa espejitos,dione-glycera,"Mariposa de alas anaranjadas con patrones negros y manchas plateadas en el envés. Es común en jardines y áreas abiertas de Caldas, cumpliendo un rol polinizador.",LC,False,
Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea acanthogene,Ñame espinoso,dioscorea-acanthogene,Planta trepadora con tallos espinosos característica de zonas andinas. Sus tubérculos son subterráneos y presentan adaptaciones a suelos de ladera.,NE,False,https://live.staticflickr.com/7325/13669158503_28798fa8ab_b.jpg
Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea pennellii,Ñame de Pennell,dioscorea-pennellii,Especie endémica de los Andes colombianos que crece en bosques nublados. Se caracteriza por sus hojas cordadas y hábito de crecimiento voluble.,NE,False,https://herbanwmex.net/imglib/seinet/mam/PH/PH00011/PH00011724_1666453303_web.jpg
Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea polygonoides,Ñame silvestre,dioscorea-polygonoides,Planta herbácea trepadora con hojas de forma variable y flores pequeñas. Es frecuente en bordes de bosque y zonas de transición en Caldas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/235628075/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Diplostephium,Diplostephium cinerascens,Frailejoncillo gris,diplostephium-cinerascens,Arbusto propio de los ecosistemas de páramo y subpáramo. Posee hojas cubiertas de pubescencia grisácea que le ayuda a retener humedad y calor.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/173980947/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Diplostephium,Diplostephium eriophorum,Frailejoncillo lanudo,diplostephium-eriophorum,Arbusto de alta montaña caracterizado por una densa capa de tricomas lanosos en sus hojas. Es una especie clave para la protección de suelos en el páramo.,LC,False,https://medialib.naturalis.nl/file/id/L.3764060/format/large
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Diplostephium,Diplostephium tolimense,Frailejoncillo del Tolima,diplostephium-tolimense,Especie arbustiva de los páramos del eje cafetero y Tolima. Sus flores son pequeñas y se agrupan en capítulos típicos de la familia Asteraceae.,LC,False,https://fm-digital-assets.fieldmuseum.org/48/130/V0049361F.jpg
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Dipsas,Dipsas sanctijoannis,Culebra caracolera de San Juan,dipsas-sanctijoannis,Serpiente no venenosa especializada en alimentarse de caracoles y babosas. Habita en bosques húmedos premontanos y es de hábitos nocturnos.,LC,False,
Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Disersus,Disersus,Escarabajo de río,disersus,Género de escarabajos acuáticos que habitan en corrientes rápidas y limpias. Son bioindicadores clave de la calidad del agua en quebradas andinas.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/69789755/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Disterigma,Disterigma alaternoides,Uva de páramo,disterigma-alaternoides,Arbusto pequeño que produce frutos carnosos comestibles. Es común en el sotobosque de los bosques altoandinos y páramos de Caldas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/178498477/original.jpeg
Animalia,Arthropoda,Insecta,Diptera,Dixidae,Dixella,Dixella,Mosquito de agua,dixella,Género de insectos cuyas larvas son acuáticas y se encuentran en la superficie de aguas estancadas o de flujo lento. No son vectores conocidos de enfermedades humanas.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/123750983/large.jpg
Animalia,Chordata,Aves,Passeriformes,Donacobiidae,Donacobius,Donacobius atricapilla,Cucarachero de pantano,donacobius-atricapilla,Ave de plumaje oscuro con parches amarillos en los ojos y cola larga. Habita principalmente en zonas pantanosas y áreas húmedas de los valles interandinos.,LC,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Doxocopa,Doxocopa cyane,Mariposa ninfa azul,doxocopa-cyane,Mariposa de colores iridiscentes azules en los machos y patrones marrones en las hembras. Es común en los bosques húmedos de los Andes colombianos.,NE,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dracula,Dracula chimaera,Orquídea quimera,dracula-chimaera,Orquídea epífita con flores de aspecto extraño y velloso que imitan hongos. Es endémica de los bosques nublados de la cordillera Occidental y Central.,VU,False,https://inaturalist-open-data.s3.amazonaws.com/photos/175983371/original.jpg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dracula,Dracula iricolor,Orquídea iricolor,dracula-iricolor,Especie de orquídea con flores pequeñas y colores variables que habita en el sotobosque húmedo. Requiere condiciones de alta humedad y sombra para su supervivencia.,VU,False,
Plantae,Tracheophyta,Magnoliopsida,Canellales,Winteraceae,Drimys,Drimys granadensis,Ají de páramo,drimys-granadensis,Árbol de alta montaña con hojas aromáticas y corteza con propiedades medicinales. Es una especie clave en la restauración de ecosistemas altoandinos.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/174627565/original.jpg
